,Unnamed: 0,Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,Double Value,Farmers Market?,place_id,googlename,googlelat,googlelon,googleaddress,check,official_address,phone number,hours,website,url,rating,nearby_price,details_price,Yelp_price,category,type,multiple,how
10,2013,WING CHEONG GROCERY INC,-87.631889,41.85046,2317 S Wentworth Ave,,Chicago,IL,60616.0,2013.0,COOK,False,False,ChIJa-SJdmQsDogRv2ttmB8qrZ4,Wing Cheong Grocery,41.8504677,-87.63183649999999,"2317 South Wentworth Avenue, Chicago",0,"2317 S Wentworth Ave, Chicago, IL 60616, USA",(312) 808-1199,,,https://maps.google.com/?cid=11433841344153217983,5.0,,,,grocery,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
11,2283,EASTVIEW INC,-87.668442,42.01600300000001,1501 W Jarvis Ave,,Chicago,IL,60626.0,1908.0,COOK,False,False,ChIJK1z_Wk3QD4gRlBBrB1kbhiU,East View Grocery,42.0158799,-87.66872029999999,"1501 West Jarvis Avenue, Chicago",0,"1501 W Jarvis Ave, Chicago, IL 60626, USA",(773) 465-6312,"['Monday: 6:30 AM – 9:30 PM', 'Tuesday: 6:30 AM – 9:30 PM', 'Wednesday: 6:30 AM – 9:30 PM', 'Thursday: 6:30 AM – 9:30 PM', 'Friday: 6:30 AM – 9:30 PM', 'Saturday: 6:30 AM – 9:30 PM', 'Sunday: 6:30 AM – 9:30 PM']",,https://maps.google.com/?cid=2703878695473057940,4.0,,,$$,convenience store,"['convenience_store', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
12,2461,BALTIMORE FOOD & LIQUOR,-87.547211,41.653236,13322 S Baltimore Ave,,Chicago,IL,60633.0,1425.0,COOK,False,False,ChIJA1LhAq0gDogRdzT8DyoCo9Q,Baltimore Food and Liquors,41.65285799999999,-87.54749500000001,"13322 South Baltimore Avenue, Chicago",0,"13322 S Baltimore Ave, Chicago, IL 60633, USA",(773) 646-5520,,,https://maps.google.com/?cid=15322092736924628087,4.4,,,$,other,"['food', 'store', 'point_of_interest', 'establishment']",1,address first word
13,2656,QUICK MART FOODS INC,-87.632828,41.786449,5924 S Princeton Ave,,Chicago,IL,60621.0,3314.0,COOK,False,False,,,,,,0,0,0,0,0,0,0.0,,0.0,0,unknown,0,0,name second word
14,2934,Margarita's Meat Market,-87.558739,41.751789,2709 E 79th St,,Chicago,IL,60649.0,5211.0,COOK,False,False,ChIJDZoG2xQoDogRWJbavHa2mhc,Margarita's Meat Market,41.7516018,-87.5586917,"2709 East 79th Street, Chicago",0,"2709 E 79th St, Chicago, IL 60649, USA",(773) 374-0468,,,https://maps.google.com/?cid=1700872430376621656,5.0,,,,other,"['food', 'store', 'point_of_interest', 'establishment']",1,address first word
15,2947,Aldi 30,-87.704926,41.838482,3030 S Kedzie Ave,,Chicago,IL,60623.0,4713.0,COOK,False,False,ChIJY1vY33IyDogRuQjmD2T3HVk,ALDI,41.83822680000001,-87.7056625,"3030 South Kedzie Avenue, Chicago",0,"3030 S Kedzie Ave, Chicago, IL 60623, USA",(855) 955-2534,"['Monday: 9:00 AM – 8:00 PM', 'Tuesday: 9:00 AM – 8:00 PM', 'Wednesday: 9:00 AM – 8:00 PM', 'Thursday: 9:00 AM – 8:00 PM', 'Friday: 9:00 AM – 8:00 PM', 'Saturday: 9:00 AM – 8:00 PM', 'Sunday: 9:00 AM – 7:00 PM']",https://www.aldi.us/,https://maps.google.com/?cid=6421560652835719353,4.2,1.0,1.0,$,grocery,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
16,3090,MUNICIPAL FOODS,-87.691734,41.902935,2559 W Division St,,Chicago,IL,60622.0,2805.0,COOK,False,False,ChIJWZ-5xq7SD4gR1p5nybIbfFA,CTA Foods,41.9025977,-87.69174290000001,"2559 West Division Street, Chicago",0,"2559 W Division St, Chicago, IL 60622, USA",(773) 235-2408,,,https://maps.google.com/?cid=5799540874843496150,4.7,,,$$,other,"['food', 'point_of_interest', 'establishment']",2,name 1 and address 1 (more than one first) 
17,3303,CITGO GAS STATION & FOOD MART,-87.681763,41.712112,9955 S Western Ave,,Chicago,IL,60643.0,1830.0,COOK,False,False,ChIJ4ZcoIjwlDogR-wM_-klkhKk,Shell,41.712126,-87.681417,"9955 South Western Avenue, Chicago",0,"9955 S Western Ave, Chicago, IL 60643, USA",(773) 779-2881,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: 9:00 AM – 5:00 PM', 'Sunday: 9:00 AM – 5:00 PM']",http://www.shell.us/,https://maps.google.com/?cid=12214998358229451771,4.0,2.0,2.0,,gas station,"['gas_station', 'point_of_interest', 'establishment']",1,address first word
18,3312,CERMAK PRODUCE,-87.72332800000002,41.798019,5220 S Pulaski Rd,,Chicago,IL,60632.0,4222.0,COOK,False,False,ChIJUXzIKpYxDogRoP2_kUUsRqw,Cermak Produce,41.7977815,-87.72450719999999,"5220 South Pulaski Road, Chicago",0,"5220 S Pulaski Rd, Chicago, IL 60632, USA",(773) 767-2900,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",http://www.cermakproduce.com,https://maps.google.com/?cid=12413658100202995104,3.4,,,$$,grocery,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",6,name 1 and address 1 (more than one first) 
19,3558,AL-AMIN GROCERY,-87.691025,41.997822,6403 N Artesian Ave,,Chicago,IL,60645.0,5301.0,COOK,False,False,ChIJD5RLsd3RD4gRsRCHfETZSRM,Al-Amin Grocery,41.9980932,-87.6909857,"6403 North Artesian Avenue, Chicago",0,"6403 N Artesian Ave, Chicago, IL 60645, USA",(773) 465-9526,"['Monday: 11:00 AM – 10:00 PM', 'Tuesday: 11:00 AM – 10:00 PM', 'Wednesday: 11:00 AM – 10:00 PM', 'Thursday: 11:00 AM – 10:00 PM', 'Friday: 11:00 AM – 10:00 PM', 'Saturday: 11:00 AM – 10:00 PM', 'Sunday: 11:00 AM – 10:00 PM']",,https://maps.google.com/?cid=1389880848190738609,5.0,,,,other,"['food', 'point_of_interest', 'establishment']",1,address first word
20,3594,LA FIESTA BAKERY INC,-87.72273299999998,41.776131,6424 S Pulaski Rd,,Chicago,IL,60629.0,5134.0,COOK,False,False,ChIJb0zcj0wwDogRe9ftrPA3ruc,La Fiesta Bakery,41.77602570000001,-87.7230404,"6424 South Pulaski Road, Chicago",0,"6424 S Pulaski Rd, Chicago, IL 60629, USA",(773) 735-6319,"['Monday: 5:00 AM – 9:00 PM', 'Tuesday: 5:00 AM – 9:00 PM', 'Wednesday: 5:00 AM – 9:00 PM', 'Thursday: 5:00 AM – 9:00 PM', 'Friday: 5:00 AM – 9:00 PM', 'Saturday: 5:00 AM – 9:00 PM', 'Sunday: 5:00 AM – 9:00 PM']",,https://maps.google.com/?cid=16694342375541954427,4.1,,,$$,other,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
21,3620,MARATHON GAS,-87.576065,41.75687,7601 S Jeffery Blvd,,Chicago,IL,60649.0,4015.0,COOK,False,False,ChIJIVCkRF4oDogRg_lxREclo2s,FUEL STAR,41.7568546,-87.5758369,"7601 South Jeffery Avenue, Chicago",0,"7601 S Jeffery Ave, Chicago, IL 60649, USA",(773) 734-2067,,,https://maps.google.com/?cid=7756083971283351939,,,,,gas station,"['gas_station', 'point_of_interest', 'establishment']",1,address first word
22,3639,Walgreens 03321,-87.761742,41.79586,5874 S Archer Ave,,Chicago,IL,60638.0,1645.0,COOK,False,False,ChIJA6IAKzkxDogRhX_56w_c39w,Walgreens,41.7961079,-87.76159899999999,"5874 South Archer Avenue, Chicago",0,"5874 S Archer Ave, Chicago, IL 60638, USA",(773) 284-7419,"['Monday: 7:00 AM – 12:00 AM', 'Tuesday: 7:00 AM – 12:00 AM', 'Wednesday: 7:00 AM – 12:00 AM', 'Thursday: 7:00 AM – 12:00 AM', 'Friday: 7:00 AM – 12:00 AM', 'Saturday: 8:00 AM – 12:00 AM', 'Sunday: 8:00 AM – 12:00 AM']",https://www.walgreens.com/locator/walgreens-5874+s+archer+ave-chicago-il-60638/id=3321,https://maps.google.com/?cid=15915681569092239237,4.0,2.0,2.0,$$,convenience store,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']",4,name 1 and address 1 (more than one first) 
23,3782,7700 CITGO KEDZIE,-87.702538,41.75317,7700 S Kedzie Ave,,Chicago,IL,60652.0,1915.0,COOK,False,False,ChIJe6igURkwDogR6plTJTrWKtU,Citgo,41.7531938,-87.70282809999999,"7700 South Kedzie Avenue, Chicago",0,"7700 S Kedzie Ave, Chicago, IL 60652, USA",(773) 476-1080,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,https://maps.google.com/?cid=15360325024323181034,3.5,,,,gas station,"['gas_station', 'point_of_interest', 'establishment']",1,address first word
24,3822,FRUTERIA ANDREA,-87.71350100000002,41.840611,2800 S Drake Ave,,Chicago,IL,60623.0,4638.0,COOK,False,False,ChIJJe5WmmwyDogReHg8edazqoQ,Zavala Grocery,41.8390611,-87.71200040000001,"2859 South Saint Louis Avenue, Chicago",0,"2859 S St Louis Ave, Chicago, IL 60623, USA",,,,https://maps.google.com/?cid=9559650892785678456,4.8,,,0,grocery,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",1,name first word
25,4052,WEST LAWN FOODS,-87.723007,41.78661,5838 S Pulaski Rd,,Chicago,IL,60629.0,4544.0,COOK,False,False,ChIJOZtPvbAxDogRR1c71e15-FM,West Lawn Market,41.786591,-87.72332,"5838 South Pulaski Road, Chicago",0,"5838 S Pulaski Rd, Chicago, IL 60629, USA",(773) 581-0600,"['Monday: 7:00 AM – 10:00 PM', 'Tuesday: 7:00 AM – 10:00 PM', 'Wednesday: 7:00 AM – 10:00 PM', 'Thursday: 7:00 AM – 10:00 PM', 'Friday: 7:00 AM – 10:00 PM', 'Saturday: 7:00 AM – 10:00 PM', 'Sunday: 7:00 AM – 10:00 PM']",http://www.petesfresh.com/,https://maps.google.com/?cid=6050720161763907399,3.5,,,$,grocery,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
26,4147,CITGO,-87.653648,41.779568,1151 W 63rd St,,Chicago,IL,60621.0,1345.0,COOK,False,False,ChIJi8Wkgv4uDogR1wrHTu4w0Eg,Citgo,41.7794341,-87.6543461,"1151 West 63rd Street, Chicago",0,"1151 W 63rd St, Chicago, IL 60621, USA",(773) 436-5245,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",http://www.citgo.com/,https://maps.google.com/?cid=5246747365968644823,3.8,,,,gas station,"['gas_station', 'car_repair', 'point_of_interest', 'establishment']",1,address first word
27,4188,Walgreens 07687,-87.711662,41.924717,3320 W Fullerton Ave,,Chicago,IL,60647.0,2514.0,COOK,False,False,ChIJ2yunaG7ND4gRSkpNdsRrMfI,Walgreens,41.92492399999999,-87.71144699999999,"3320 West Fullerton Avenue, Chicago",0,"3320 W Fullerton Ave, Chicago, IL 60647, USA",(773) 252-8346,"['Monday: 7:00 AM – 10:00 PM', 'Tuesday: 7:00 AM – 10:00 PM', 'Wednesday: 7:00 AM – 10:00 PM', 'Thursday: 7:00 AM – 10:00 PM', 'Friday: 7:00 AM – 10:00 PM', 'Saturday: 8:00 AM – 10:00 PM', 'Sunday: 8:00 AM – 10:00 PM']",https://www.walgreens.com/locator/walgreens-3320+w+fullerton+ave-chicago-il-60647/id=7687,https://maps.google.com/?cid=17451848522579921482,3.3,2.0,2.0,$$,convenience store,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']",1,address first word
28,4190,Walgreens 07250,-87.681099,41.706326,2345 W 103rd St,,Chicago,IL,60643.0,2423.0,COOK,False,False,ChIJRW1pPSMlDogRwAsjUQh1fKk,Walgreens,41.7062857,-87.6808492,"2345 West 103rd Street, Chicago",0,"2345 W 103rd St, Chicago, IL 60643, USA",(773) 429-0767,"['Monday: 7:00 AM – 10:00 PM', 'Tuesday: 7:00 AM – 10:00 PM', 'Wednesday: 7:00 AM – 10:00 PM', 'Thursday: 7:00 AM – 10:00 PM', 'Friday: 7:00 AM – 10:00 PM', 'Saturday: 7:00 AM – 10:00 PM', 'Sunday: 7:00 AM – 10:00 PM']",https://www.walgreens.com/locator/walgreens-2345+w+103rd+st-chicago-il-60643/id=7250,https://maps.google.com/?cid=12212764968103381952,4.0,2.0,2.0,$$,convenience store,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']",1,address first word
29,4370,GAS PLUS,-87.683807,41.784378,6000 S Western Ave,,Chicago,IL,60636.0,2020.0,COOK,False,False,ChIJd6lJHzEuDogRT47MI2nY1PI,Mobil,41.7843666,-87.6840876,"6000 South Western Avenue, Chicago",0,"6000 S Western Ave, Chicago, IL 60636, USA",(773) 737-1600,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",http://exxonmobilstations.com/18549-gas_plus_#3_mobil-mobil-chicago,https://maps.google.com/?cid=17497848398324993615,4.3,,,,gas station,"['gas_station', 'point_of_interest', 'establishment']",1,address first word
30,4518,CVS 5836,-87.596153,41.799522,1228 E 53rd St,,Chicago,IL,60615.0,4008.0,COOK,False,False,ChIJ6bMbw2spDogR6L8EO1dFJCs,CVS,41.7997835,-87.59473369999999,"1228 East 53rd Street, Chicago",0,"1228 E 53rd St, Chicago, IL 60637, USA",(773) 752-1425,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",http://www.cvs.com/store-locator/cvs-pharmacy-address/1228+East+53rd+Street-Chicago-IL-60637/storeid=5836?WT.mc_id=LS_GOOGLE_FS_5836,https://maps.google.com/?cid=3108685883747123176,2.7,,,$$,convenience store,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']",2,name 1 and address 1 (more than one first) 
31,5033,ENGLEWOOD GAS INC,-87.629204,41.780056,150 W 63rd St,,Chicago,IL,60621.0,3811.0,COOK,False,False,ChIJY5UXk9kuDogREbqG2W6pK8E,BP,41.780218,-87.62986099999999,"150 West 63rd Street, Chicago",0,"150 W 63rd St, Chicago, IL 60621, USA",(773) 488-3300,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",http://www.bp.com/,https://maps.google.com/?cid=13919405366879631889,3.7,,,,gas station,"['gas_station', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
32,5056,Walgreens 07630,-87.62822,41.900024,933 N State St,,Chicago,IL,60610.0,2842.0,COOK,False,False,ChIJHXstAlLTD4gR7zEcS7iAdP0,Walgreens,41.900211,-87.6280218,"933 North State Street, Chicago",0,"933 N State St, Chicago, IL 60610, USA",(312) 943-0671,"['Monday: 7:00 AM – 12:00 AM', 'Tuesday: 7:00 AM – 12:00 AM', 'Wednesday: 7:00 AM – 12:00 AM', 'Thursday: 7:00 AM – 12:00 AM', 'Friday: 7:00 AM – 12:00 AM', 'Saturday: 7:00 AM – 12:00 AM', 'Sunday: 7:00 AM – 12:00 AM']",https://www.walgreens.com/locator/walgreens-933+n+state+st-chicago-il-60610/id=7630,https://maps.google.com/?cid=18263363917916680687,3.9,2.0,2.0,$$,convenience store,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']",5,name 1 and address 1 (more than one first) 
33,5090,FARM SUPERMARKET,-87.686684,41.997753,2257 W Devon Ave,,Chicago,IL,60659.0,2042.0,COOK,False,False,ChIJA57P0MLRD4gRpXd2Cky1gxQ,Farm Supermarket,41.9976747,-87.6873092,"2257 West Devon Avenue, Chicago",0,"2257 W Devon Ave, Chicago, IL 60659, USA",(773) 274-6355,,,https://maps.google.com/?cid=1478224440905332645,4.2,,,,grocery,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
34,5192,PARKWAY SUPER MARKET INC,-87.615494,41.777775,6435 S King Dr,,Chicago,IL,60637.0,3116.0,COOK,False,False,ChIJcbBUWyopDogRokmLRRQwLiY,Parkway Supermarket,41.7773492,-87.6154054,"6435 South King Drive, Chicago",0,"6435 S King Dr, Chicago, IL 60637, USA",(773) 288-5515,,,https://maps.google.com/?cid=2751189285994187170,4.5,,,,grocery,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
35,5466,CARNITAS Y SUPERMERCARDO ELGIGANTE,-87.756271,41.925976,2500 N Laramie Ave,,Chicago,IL,60639.0,2422.0,COOK,False,False,ChIJa18lMe3MD4gRSJ1P6Jal9Mw,Carnitas Y Supermercado El Gigante,41.926131,-87.756686,"2500 North Laramie Avenue, Chicago",0,"2500 N Laramie Ave, Chicago, IL 60639, USA",(773) 637-8168,"['Monday: 8:00 AM – 9:00 PM', 'Tuesday: 8:00 AM – 9:00 PM', 'Wednesday: 8:00 AM – 9:00 PM', 'Thursday: 8:00 AM – 9:00 PM', 'Friday: 8:00 AM – 9:00 PM', 'Saturday: 8:00 AM – 9:00 PM', 'Sunday: 8:00 AM – 9:00 PM']",,https://maps.google.com/?cid=14768611145615908168,4.7,,,$,grocery,"['grocery_or_supermarket', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
36,5542,DIANA'S FOOD & RESTAURANT,-87.699287,41.899387,1000 N Francisco Ave,,Chicago,IL,60622.0,2749.0,COOK,False,False,ChIJ7ZGfqFXND4gRYI7KFSxZRhA,Diana's Food & Restaurant,41.899385,-87.69945299999999,"1000 North Francisco Avenue, Chicago",0,"1000 N Francisco Ave, Chicago, IL 60622, USA",(773) 235-9218,"['Monday: 7:30 AM – 6:00 PM', 'Tuesday: 7:30 AM – 6:00 PM', 'Wednesday: 7:30 AM – 6:00 PM', 'Thursday: 7:30 AM – 6:00 PM', 'Friday: 7:30 AM – 6:00 PM', 'Saturday: 7:30 AM – 6:00 PM', 'Sunday: Closed']",,https://maps.google.com/?cid=1172722798855622240,4.8,1.0,1.0,$,grocery,"['grocery_or_supermarket', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",2,name 1 and address 1 (more than one first) 
